Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),file_path
acer,aspire 5,notebook,"17.3""",ips panel full hd 1920x1080,intel core i3 7130u 2.7ghz,4gb,1tb hdd,nvidia geforce mx130,windows,10,3kg,"655,00",default.jpg
lenovo,thinkpad e480,notebook,"14.0""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon rx 550,windows,10,1.75kg,"1116,02",lenovo.webp
lenovo,legion y520-15ikbn,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia geforce gtx 1050m,no os,,2.4kg,"869,00",lenovo.webp
toshiba,satellite pro,notebook,"15.6""",1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,2.1kg,"602,00",toshiba.webp
hp,255 g6,notebook,"15.6""",1366x768,amd a6-series 9220 2.5ghz,4gb,256gb ssd,amd radeon r4 graphics,windows,10,1.86kg,"369,00",hp.jpeg
asus,zenbook ux430ua,ultrabook,"14.0""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.25kg,"1099,00",default.jpg
hp,elitebook folio,ultrabook,"12.5""",ips panel 4k ultra hd / touchscreen 3840x2160,intel core m 6y75 1.2ghz,8gb,512gb ssd,intel hd graphics 515,windows,10,0.97kg,"2014,00",hp.jpeg
asus,x541na (n3350/4gb/1tb/fhd/w10),notebook,"15.6""",full hd 1920x1080,intel celeron dual core n3350 1.1ghz,4gb,1tb hdd,intel hd graphics 500,windows,10,2kg,"344,00",default.jpg
msi,ge72mvr 7rg,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,2.9kg,"2029,00",msi.webp
acer,aspire a315-51,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,windows,10,2.1kg,"447,00",default.jpg
dell,inspiron 5577,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050,windows,10,2.56kg,"1249,26",dell.jpeg
dell,inspiron 7567,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hybrid,nvidia geforce gtx 1050,windows,10,2.62kg,"899,00",dell.jpeg
lenovo,v110-15ikb (i5-7200u/4gb/128gb/w10),notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,4gb,128gb ssd,intel hd graphics 620,windows,10,1.9kg,"498,00",lenovo.webp
msi,ge73vr 7re,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.8kg,"1890,00",msi.webp
hp,elitebook 840,ultrabook,"14.0""",full hd 1920x1080,intel core i5 7500u 2.7ghz,4gb,256gb ssd,intel hd graphics 620,windows,10,1.48kg,"1082,00",hp.jpeg
hp,15-bs103nv (i5-8250u/6gb/256gb/radeon,notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,6gb,256gb ssd,amd radeon 520,windows,10,1.91kg,"619,00",hp.jpeg
lenovo,yoga 520-14ikb,2 in 1 convertible,"14.0""",ips panel full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4gb,256gb ssd,intel hd graphics 620,windows,10,1.74kg,"629,00",lenovo.webp
asus,zenbook flip,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.1kg,"1315,00",default.jpg
dell,inspiron 5579,2 in 1 convertible,"15.6""",full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.56kg,"1049,00",dell.jpeg
toshiba,satellite pro,notebook,"15.6""",1366x768,intel core i3 6006u 2.2ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,2.1kg,"447,00",toshiba.webp
asus,x555bp-xx180t (a9-9420/4gb/1tb/radeon,notebook,"15.6""",1366x768,amd a9-series 9420 3ghz,4gb,1tb hdd,amd radeon r5 m420,windows,10,2.03kg,"403,00",default.jpg
acer,aspire a517-51g,notebook,"17.3""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,256gb ssd,nvidia geforce mx150,windows,10,3kg,"805,00",default.jpg
dell,inspiron 3576,notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 520,windows,10,2.13kg,"728,00",dell.jpeg
lenovo,legion y520-15ikbn,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd,nvidia geforce gtx 1050 ti,windows,10,2.5kg,"1079,00",lenovo.webp
acer,aspire a315-31,notebook,"15.6""",1366x768,intel celeron dual core n3350 1.1ghz,4gb,1tb hdd,intel hd graphics 500,windows,10,2.1kg,"348,00",default.jpg
msi,ge63vr 7re,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.4kg,"1799,00",msi.webp
acer,aspire 3,notebook,"15.6""",1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,intel hd graphics 505,windows,10,2.1kg,"363,51",default.jpg
dell,inspiron 5577,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,2.56kg,"1060,49",dell.jpeg
acer,aspire a517-51g,notebook,"17.3""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce mx150,windows,10,3kg,"854,00",default.jpg
hp,probook 430,notebook,"13.3""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel uhd graphics 620,windows,10,1.49kg,"754,00",hp.jpeg
huawei,matebook x,ultrabook,"13.0""",ips panel full hd 2160x1440,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.05kg,"1349,00",default.jpg
hp,17-bs001nv (i5-7200u/6gb/2tb/radeon,notebook,"17.3""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,6gb,2tb hdd,amd radeon 520,windows,10,2.71kg,"699,00",hp.jpeg
lenovo,ideapad 320-15ast,notebook,"15.6""",1366x768,amd a6-series 9220 2.9ghz,4gb,500gb hdd,amd radeon r4 graphics,no os,,2.2kg,"309,00",lenovo.webp
toshiba,satellite pro,notebook,"15.6""",1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2kg,"489,00",toshiba.webp
hp,probook 470,notebook,"17.3""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce 930mx,windows,10,2.5kg,"923,00",hp.jpeg
dell,inspiron 3567,notebook,"15.6""",1366x768,intel core i3 7100u 2.4ghz,8gb,1tb hdd,intel hd graphics 620,windows,10,2.3kg,"459,00",dell.jpeg
acer,aspire a315-51,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,2.1kg,"449,00",default.jpg
msi,gt80s 6qf-074us,gaming,"18.4""",full hd 1920x1080,intel core i7 6920hq 2.9ghz,32gb,512gb ssd +  1tb hdd,nvidia gtx 980 sli,windows,10,4.4kg,"2799,00",msi.webp
lenovo,v310-15ikb (i5-7200u/8gb/1tb,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd +  1tb hdd,amd r17m-m1-70,windows,10,1.90kg,"813,00",lenovo.webp
hp,spectre x360,2 in 1 convertible,"13.3""",ips panel 4k ultra hd / touchscreen 3840x2160,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.29kg,"1499,00",hp.jpeg
dell,inspiron 5570,notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,linux,,2.02kg,"1049,00",dell.jpeg
dell,xps 13,ultrabook,"13.3""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.23kg,"1399,00",dell.jpeg
lenovo,yoga 920-13ikb,2 in 1 convertible,"13.9""",ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows,10,1.4kg,"1849,00",lenovo.webp
toshiba,satellite pro,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows,10,2.0kg,"793,00",toshiba.webp
xiaomi,mi notebook,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce mx150,no os,,1.95kg,"1199,00",xiaomi.jpeg
dell,inspiron 7773,notebook,"17.3""",full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,nvidia geforce 150mx,windows,10,2.77kg,"1549,00",dell.jpeg
dell,xps 15,notebook,"15.6""",4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050,windows,10,2.06kg,"2397,00",dell.jpeg
lenovo,legion y520-15ikbn,gaming,"15.6""",ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,no os,,2.4kg,"779,00",lenovo.webp
acer,swift 7,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core i5 7y54 1.2ghz,8gb,256gb ssd,intel hd graphics 615,windows,10,1.12kg,"989,00",default.jpg
dell,inspiron 5770,notebook,"17.3""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows,10,2.8kg,"1085,00",dell.jpeg
lenovo,thinkpad yoga,2 in 1 convertible,"14.0""",touchscreen 2560x1440,intel core i7 7500u 2.7ghz,16gb,1tb ssd,intel hd graphics 620,windows,10,1.42kg,"2824,00",lenovo.webp
vero,k147 (n3350/4gb/32gb/fhd/w10),notebook,"14.0""",ips panel full hd 1920x1080,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows,10,1.3kg,"260,00",default.jpg
xiaomi,mi notebook,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce mx150,no os,,1.3kg,"999,90",xiaomi.jpeg
lenovo,ideapad 320-17ikbr,notebook,"17.3""",1600x900,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce mx150,no os,,2.8kg,"698,00",lenovo.webp
dell,inspiron 5379,2 in 1 convertible,"13.3""",ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,1tb hdd,intel uhd graphics 620,windows,10,1.62kg,"839,00",dell.jpeg
hp,probook 470,notebook,"17.3""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,nvidia geforce 930mx,windows,10,2.5kg,"914,00",hp.jpeg
razer,blade pro,gaming,"17.3""",4k ultra hd / touchscreen 3840x2160,intel core i7 7820hk 2.9ghz,32gb,1tb ssd,nvidia geforce gtx 1080,windows,10,3.49kg,"6099,00",default.jpg
hp,probook 430,notebook,"13.3""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,512gb ssd,intel uhd graphics 620,windows,10,1.49kg,"959,00",hp.jpeg
hp,omen 17-w295,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,3.35kg,"1379,00",hp.jpeg
hp,probook 470,notebook,"17.3""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 930mx ,windows,10,2.5kg,"1045,00",hp.jpeg
dell,inspiron 7577,gaming,"15.6""",ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.65kg,"1845,00",dell.jpeg
lenovo,v110-15isk (i5-6200u/4gb/128gb/w10),notebook,"15.6""",1366x768,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,2.1kg,"493,00",lenovo.webp
acer,aspire e5-576g,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 940mx,windows,10,2.23kg,"742,00",default.jpg
lenovo,legion y720-15ikb,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,3.2kg,"1749,00",lenovo.webp
dell,precision 7520,workstation,"15.6""",4k ultra hd 3840x2160,intel xeon e3-1505m v6 3ghz,16gb,256gb ssd +  1tb hdd,nvidia quadro m1200,windows,10,2.8kg,"3055,00",dell.jpeg
lenovo,legion y520-15ikbn,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1060,no os,,2.4kg,"1398,00",lenovo.webp
dell,inspiron 3567,notebook,"15.6""",touchscreen 1366x768,intel core i3 7100u 2.4ghz,6gb,1tb hdd,intel hd graphics 620,windows,10,2.3kg,"439,00",dell.jpeg
dell,xps 13,ultrabook,"13.3""",ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.21kg,"1949,00",dell.jpeg
dell,xps 13,ultrabook,"13.3""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.2kg,"1449,00",dell.jpeg
lenovo,ideapad 320-15ikbn,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,2.2kg,"597,00",lenovo.webp
acer,aspire 7,notebook,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050,linux,,2.4kg,"779,00",default.jpg
asus,rog gl703vd-gc028t,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,2.9kg,"1407,00",default.jpg
hp,15-bs018nq (i3-6006u/4gb/500gb/fhd/no,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,no os,,2.1kg,"349,00",hp.jpeg
lenovo,ideapad 320-15ikbn,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,no os,,2.2kg,"549,00",lenovo.webp
huawei,matebook x,ultrabook,"13.0""",ips panel full hd 2160x1440,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,1.05kg,"1499,00",default.jpg
dell,inspiron 5370,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 530,windows,10,1.4kg,"931,88",dell.jpeg
lenovo,ideapad 320-17ikb,notebook,"17.3""",1600x900,intel core i5 7200u 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 940mx,no os,,2.8kg,"589,00",lenovo.webp
hp,probook 440,notebook,"14.0""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows,10,1.63kg,"1031,00",hp.jpeg
dell,latitude 5490,ultrabook,"14.0""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.6kg,"1149,00",dell.jpeg
dell,inspiron 5379,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows,10,1.62kg,"1279,00",dell.jpeg
dell,inspiron 3576,notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 520,linux,,2.2kg,"677,35",dell.jpeg
lenovo,yoga 520-14ikb,2 in 1 convertible,"14.0""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.74kg,"899,00",lenovo.webp
toshiba,portege z30-c-16l,ultrabook,"13.3""",full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.2kg,"1363,00",toshiba.webp
hp,probook 450,notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,intel uhd graphics 620,windows,10,2.1kg,"794,00",hp.jpeg
dell,alienware 17,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,4.42kg,"2456,34",dell.jpeg
acer,aspire e5-576g,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 940mx,windows,10,2.2kg,"832,00",default.jpg
dell,inspiron 5567,notebook,"15.6""",full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,1tb hdd,amd radeon r7 m445,windows,10,2.3kg,"859,01",dell.jpeg
asus,vivobook x541uv-dm1217t,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 920mx ,windows,10,2kg,"769,00",default.jpg
asus,k756ux-t4340t (i5-7200u/8gb/500gb,notebook,"17.3""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd +  500gb hdd,nvidia geforce gtx 950m,windows,10,2.69kg,"891,00",default.jpg
hp,zbook 15u,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd firepro w4190m ,windows,10,1.9kg,"1269,00",hp.jpeg
asus,pro p2540ua-xo0198t,notebook,"15.6""",1366x768,intel core i3 7100u 2.4ghz,4gb,1tb hdd,intel hd graphics 620,windows,10,2.37kg,"398,99",default.jpg
hp,15-rb013nv (e2-9000e/4gb/500gb/w10),notebook,"15.6""",1366x768,amd e-series 9000e 1.5ghz,4gb,500gb hdd,amd radeon r2,windows,10,2.1kg,"330,00",hp.jpeg
lenovo,legion y720-15ikb,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,3.2kg,"1499,00",lenovo.webp
dell,vostro 5468,notebook,"14.0""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.6kg,"859,00",dell.jpeg
acer,aspire r7,2 in 1 convertible,"13.3""",ips panel full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.6kg,"689,00",default.jpg
dell,inspiron 5567,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,256gb ssd,amd radeon r7 m445,linux,,2.36kg,"899,00",dell.jpeg
acer,aspire a315-51,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,linux,,2.1kg,"390,00",default.jpg
asus,x555qg-dm242t (a10-9620p/4gb/1tb,notebook,"15.6""",full hd 1920x1080,amd a10-series a10-9620p 2.5ghz,4gb,128gb ssd +  1tb hdd,amd radeon r5 m430,windows,10,2.2kg,"575,00",default.jpg
asus,rog g703vi-e5062t,gaming,"17.3""",full hd 1920x1080,intel core i7 7820hk 2.9ghz,32gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1080,windows,10,4.7kg,"3890,00",default.jpg
acer,nitro an515-51,gaming,"15.6""",ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows,10,2.5kg,"846,00",default.jpg
lenovo,ideapad 320-15isk,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,8gb,128gb ssd,intel hd graphics 520,windows,10,2.2kg,"589,00",lenovo.webp
asus,vivobook pro,notebook,"17.3""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 150mx,windows,10,2.1kg,"1145,00",default.jpg
asus,f756ux-t4201d (i7-7500u/8gb/128gb,notebook,"17.3""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 950m,no os,,2.69kg,"889,00",default.jpg
dell,inspiron 5577,gaming,"15.6""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows,10,2.56kg,"879,00",dell.jpeg
lenovo,yoga 910-13ikb,2 in 1 convertible,"13.9""",ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.38kg,"1079,00",lenovo.webp
dell,inspiron 5570,notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  2tb hdd,amd radeon 530,windows,10,2.2kg,"985,00",dell.jpeg
hp,15-bs015dx (i5-7200u/8gb/1tb/w10),notebook,"15.6""",touchscreen 1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows,10,2.04kg,"559,00",hp.jpeg
asus,rog g701vik-ba060t,gaming,"17.3""",full hd 1920x1080,intel core i7 7820hk 2.9ghz,16gb,256gb ssd,nvidia geforce gtx 1080,windows,10,3.6kg,"2999,00",default.jpg
hp,probook 430,notebook,"13.3""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel uhd graphics 620,windows,10,1.49kg,"675,00",hp.jpeg
apple,macbook pro,ultrabook,"13.3""",ips panel retina display 2560x1600,intel core i5 3.1ghz,8gb,512gb ssd,intel iris plus graphics 650,macos,,1.37kg,"2040,00",apple.jpeg
dell,inspiron 5579,2 in 1 convertible,"15.6""",ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,1tb hdd,intel uhd graphics 620,windows,10,2.08kg,"819,00",dell.jpeg
asus,rog g752vsk-gc493t,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,10,4.3kg,"1799,00",default.jpg
asus,x505bp-br019t (a9-9420/4gb/1tb/radeon,notebook,"15.6""",1366x768,amd a9-series 9420 3ghz,4gb,1tb hdd,amd radeon r5 m420,windows,10,1.68kg,"469,00",default.jpg
lenovo,yoga 920-13ikb,2 in 1 convertible,"13.9""",ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows,10,1.37kg,"1849,00",lenovo.webp
acer,aspire 5,notebook,"17.3""",ips panel full hd 1920x1080,intel core i3 7130u 2.7ghz,4gb,256gb ssd,nvidia geforce mx130,windows,10,3kg,"702,00",default.jpg
dell,vostro 5370,ultrabook,"13.3""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.41kg,"949,00",dell.jpeg
hp,15-bw094nd (a6-9220/8gb/128gb/w10),notebook,"15.6""",1366x768,amd a6-series a6-9220 2.5ghz,8gb,128gb ssd,amd radeon r4 graphics,windows,10,1.91kg,"445,90",hp.jpeg
hp,envy 17-u275cl,notebook,"17.3""",ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,1tb hdd,nvidia geforce mx150,windows,10,2.9kg,"1059,00",hp.jpeg
msi,gt73evr 7re,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,4.14kg,"2499,00",msi.webp
lenovo,yoga 720-15ikb,2 in 1 convertible,"15.6""",ips panel full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8gb,512gb ssd,nvidia geforce gtx 1050m,windows,10,2kg,"1699,00",lenovo.webp
dell,inspiron 5770,notebook,"17.3""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows,10,2.8kg,"1142,00",dell.jpeg
lenovo,ideapad 320-15isk,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,256gb ssd,intel hd graphics 520,no os,,2.2kg,"444,00",lenovo.webp
hp,probook 450,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2.1kg,"722,00",hp.jpeg
dell,vostro 3568,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 620,windows,10,2.18kg,"657,00",dell.jpeg
dell,inspiron 3567,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r5 m430,windows,10,2.24kg,"565,00",dell.jpeg
dell,inspiron 5579,2 in 1 convertible,"15.6""",full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,2.67kg,"799,00",dell.jpeg
asus,zenbook flip,2 in 1 convertible,"13.3""",full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd +  512gb ssd,intel uhd graphics 620,windows,10,1.1kg,"1499,00",default.jpg
lenovo,ideapad 320-15ikbn,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 620,no os,,2.2kg,"467,00",lenovo.webp
hp,probook 470,notebook,"17.3""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,1tb hdd,nvidia geforce 930mx ,windows,10,2.5kg,"1018,00",hp.jpeg
lenovo,v330-15ikb (i7-8550u/8gb/256gb/fhd/w10),notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,2.05kg,"880,00",lenovo.webp
apple,macbook pro,ultrabook,"13.3""",ips panel retina display 2560x1600,intel core i5 2.9ghz,8gb,512gb ssd,intel iris graphics 550,macos,,1.37kg,"1958,90",apple.jpeg
asus,rog strix,gaming,"17.3""",full hd 1920x1080,amd ryzen 1700 3ghz,16gb,256gb ssd +  1tb hdd,amd radeon rx 580,windows,10,3.2kg,"1549,00",default.jpg
dell,inspiron 3576,notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 520,linux,,2.14kg,"735,07",dell.jpeg
lenovo,thinkpad x1,2 in 1 convertible,"14.0""",touchscreen 2560x1440,intel core i7 6600u 2.6ghz,16gb,512gb ssd,intel hd graphics 520,windows,10,1.36kg,"2499,00",lenovo.webp
toshiba,satellite pro,notebook,"15.6""",1366x768,intel core i7 6500u 2.5ghz,8gb,500gb hdd,nvidia geforce 930m,windows,10,2.2kg,"812,00",toshiba.webp
dell,inspiron 5567,notebook,"15.6""",1366x768,intel core i7 7500u 2.7ghz,12gb,1tb hdd,intel hd graphics 620,windows,10,2.3kg,"713,07",dell.jpeg
